required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills
"aws, graphql, javascript, numpy, python, spark, tableau, tensorflow","aws, django, docker, gcp, java, kubernetes, pandas, pytorch, react, typescript",1.0,6.9,1.0,0.0,0.457,"graphql, javascript, numpy, python, spark, tableau, tensorflow"
"airflow, etl, hadoop, pytorch, python, r, scikit-learn","airflow, azure, gcp, hadoop, kubernetes, rest",2.0,0.0,2.0,1.0,0.41,"etl, pytorch, python, r, scikit-learn"
"hadoop, pytorch, python, react, spark","ci/cd, django, docker, graphql, node.js, tableau, typescript",1.0,0.4,0.0,0.0,0.162,"hadoop, pytorch, python, react, spark"
"airflow, etl, java, javascript, kubernetes, r, sql, scikit-learn","etl, java, javascript, kubernetes, linux, numpy, pandas, spark, tensorflow, typescript",2.0,5.4,4.0,1.0,0.772,"airflow, r, sql, scikit-learn"
"azure, django, java, javascript, power bi, pytorch, tensorflow","django, git, linux, pandas, react, sql, scikit-learn",3.0,0.2,1.0,0.0,0.316,"azure, java, javascript, power bi, pytorch, tensorflow"
"excel, javascript, linux, numpy, react, tensorflow","excel, gcp, git, node.js, spark",1.0,2.8,1.0,1.0,0.334,"javascript, linux, numpy, react, tensorflow"
"etl, excel, node.js, numpy, sql","azure, ci/cd, docker, etl, java, linux, power bi, rest, sql, scikit-learn",1.0,6.5,2.0,1.0,0.545,"excel, node.js, numpy"
"ci/cd, gcp, git, power bi, rest, react","aws, airflow, flask, gcp, power bi, pytorch, typescript",2.0,4.2,2.0,0.0,0.536,"ci/cd, git, rest, react"
"airflow, azure, excel, graphql, react","azure, docker, node.js, pandas",3.0,2.8,1.0,1.0,0.394,"airflow, excel, graphql, react"
"airflow, graphql, node.js, pandas, power bi, sql, scikit-learn, tensorflow","ci/cd, etl, git, linux, pandas, python, react, scikit-learn, tableau, typescript",1.0,0.0,2.0,0.0,0.35,"airflow, graphql, node.js, power bi, sql, tensorflow"
"aws, flask, rest, react, typescript","ci/cd, docker, linux, pytorch, python, sql, typescript",0.0,1.2,1.0,1.0,0.286,"aws, flask, rest, react"
"airflow, azure, etl, hadoop, numpy, power bi, r, react","airflow, flask, linux, numpy, spark",1.0,3.2,2.0,1.0,0.446,"azure, etl, hadoop, power bi, r, react"
"azure, excel, javascript, kubernetes, linux","airflow, gcp, graphql, linux, r",2.0,5.1,1.0,0.0,0.463,"azure, excel, javascript, kubernetes"
"airflow, hadoop, javascript, r, tableau","aws, airflow, ci/cd, django, docker, graphql, java, javascript, pandas, spark",1.0,6.3,2.0,0.0,0.539,"hadoop, r, tableau"
"ci/cd, gcp, git, linux, pytorch, r","airflow, azure, docker, etl, java, kubernetes, linux, python, rest, react",1.0,4.9,1.0,1.0,0.397,"ci/cd, gcp, git, pytorch, r"
"aws, docker, excel, hadoop, numpy, pytorch, react, typescript","airflow, django, etl, gcp, graphql, java, javascript, scikit-learn, spark, tensorflow",1.0,9.7,0.0,1.0,0.441,"aws, docker, excel, hadoop, numpy, pytorch, react, typescript"
"airflow, git, javascript, node.js, pandas, pytorch, react, spark","aws, airflow, javascript, tensorflow",1.0,2.9,2.0,0.0,0.437,"git, node.js, pandas, pytorch, react, spark"
"graphql, node.js, r, spark, tableau, tensorflow","django, git, java, javascript, rest, tableau",2.0,5.0,1.0,0.0,0.46,"graphql, node.js, r, spark, tensorflow"
"aws, flask, gcp, graphql, rest, react, spark","flask, pandas, scikit-learn, tableau, typescript",1.0,2.1,1.0,0.0,0.313,"aws, gcp, graphql, rest, react, spark"
"etl, hadoop, java, linux, python","flask, graphql, node.js, r, sql",1.0,6.0,0.0,0.0,0.33,"etl, hadoop, java, linux, python"
"excel, gcp, javascript, kubernetes, linux, node.js, numpy, power bi","ci/cd, git, numpy, sql, tensorflow",1.0,0.0,1.0,0.0,0.25,"excel, gcp, javascript, kubernetes, linux, node.js, power bi"
"aws, django, graphql, java, power bi, pytorch, react, tableau","aws, docker, etl, gcp, javascript, power bi, scikit-learn, typescript",1.0,1.0,2.0,0.0,0.38,"django, graphql, java, pytorch, react, tableau"
"aws, flask, git, kubernetes, pandas, rest, tableau, typescript","git, javascript, kubernetes, linux, react, spark, typescript",2.0,4.5,3.0,0.0,0.645,"aws, flask, pandas, rest, tableau"
"aws, etl, kubernetes, python, r, scikit-learn, spark, tensorflow","aws, azure, ci/cd, django, docker, flask, gcp, java, react",2.0,0.6,1.0,1.0,0.328,"etl, kubernetes, python, r, scikit-learn, spark, tensorflow"
"aws, etl, python, react, tableau","azure, etl, flask, graphql, hadoop, java, kubernetes, scikit-learn, spark, tensorflow",1.0,3.7,1.0,1.0,0.361,"aws, python, react, tableau"
"etl, gcp, git, kubernetes, node.js, python, rest","excel, git, javascript, pandas, tensorflow",2.0,2.9,1.0,0.0,0.397,"etl, gcp, kubernetes, node.js, python, rest"
"aws, airflow, azure, etl, hadoop, java, spark","aws, etl, javascript, pytorch, rest, scikit-learn",1.0,5.8,2.0,0.0,0.524,"airflow, azure, hadoop, java, spark"
"azure, java, node.js, numpy, react, sql, scikit-learn, tableau","git, graphql, hadoop, numpy, power bi, python, sql, scikit-learn, typescript",0.0,1.7,3.0,1.0,0.501,"azure, java, node.js, react, tableau"
"airflow, django, excel, linux, node.js, pandas, rest, typescript","airflow, azure, django, flask, git, graphql, node.js, power bi, sql, tensorflow",1.0,4.2,3.0,1.0,0.576,"excel, linux, pandas, rest, typescript"
"ci/cd, java, kubernetes, node.js, numpy, scikit-learn, tensorflow","ci/cd, django, docker, excel, power bi",1.0,3.0,1.0,1.0,0.34,"java, kubernetes, node.js, numpy, scikit-learn, tensorflow"
"aws, azure, django, kubernetes, numpy, rest","django, docker, etl, hadoop, java, javascript, pandas, pytorch, tensorflow, typescript",1.0,2.4,1.0,0.0,0.322,"aws, azure, kubernetes, numpy, rest"
"azure, kubernetes, power bi, python, typescript","airflow, docker, node.js, python, r, scikit-learn",2.0,3.9,1.0,1.0,0.427,"azure, kubernetes, power bi, typescript"
"aws, airflow, kubernetes, node.js, r","airflow, flask, java, javascript, linux, power bi, scikit-learn, tableau",1.0,1.9,1.0,1.0,0.307,"aws, kubernetes, node.js, r"
"airflow, azure, gcp, git, java, pandas, react, typescript","aws, etl, hadoop, kubernetes, numpy, pandas, power bi, r, scikit-learn, typescript",1.0,6.0,2.0,1.0,0.53,"airflow, azure, gcp, git, java, react"
"etl, graphql, hadoop, power bi, r, typescript","excel, hadoop, python, spark, typescript",1.0,0.5,2.0,0.0,0.365,"etl, graphql, power bi, r"
"azure, etl, flask, pandas, spark","ci/cd, flask, gcp, git, java, numpy, tableau, tensorflow, typescript",1.0,3.0,1.0,1.0,0.34,"azure, etl, pandas, spark"
"airflow, ci/cd, excel, java, node.js, python, spark, tableau","ci/cd, django, docker, graphql, kubernetes, numpy, python, rest, spark, typescript",1.0,4.3,3.0,1.0,0.579,"airflow, excel, java, node.js, tableau"
"graphql, java, linux, power bi, sql, scikit-learn, tensorflow, typescript","docker, etl, excel, flask, node.js, power bi, rest, scikit-learn",1.0,4.8,2.0,0.0,0.494,"graphql, java, linux, sql, tensorflow, typescript"
"airflow, excel, javascript, node.js, pandas, react, spark, tensorflow","azure, django, flask, graphql, node.js, python, rest, react",2.0,5.1,2.0,0.0,0.563,"airflow, excel, javascript, pandas, spark, tensorflow"
"aws, airflow, django, docker, gcp, git, numpy","java, linux, pandas, sql, tensorflow, typescript",1.0,4.5,0.0,0.0,0.285,"aws, airflow, django, docker, gcp, git, numpy"
"azure, django, flask, git, hadoop, kubernetes","excel, git, javascript, linux, pandas, rest",1.0,4.1,1.0,0.0,0.373,"azure, django, flask, hadoop, kubernetes"
"ci/cd, hadoop, javascript, node.js, numpy, pandas, react, tableau","airflow, azure, git, java, power bi, pytorch, react, scikit-learn, tableau",2.0,4.3,2.0,0.0,0.539,"ci/cd, hadoop, javascript, node.js, numpy, pandas"
"docker, etl, excel, flask, hadoop, kubernetes, pytorch, r","etl, excel, git, java, kubernetes, numpy, pytorch, python, rest",3.0,3.9,4.0,1.0,0.727,"docker, flask, hadoop, r"
"kubernetes, node.js, numpy, rest, tableau, tensorflow","etl, git, graphql, node.js, pytorch, tensorflow, typescript",2.0,3.1,2.0,0.0,0.503,"kubernetes, numpy, rest, tableau"
"etl, flask, git, java, typescript","django, excel, node.js, react",2.0,5.2,0.0,0.0,0.366,"etl, flask, git, java, typescript"
"airflow, etl, power bi, r, scikit-learn, typescript","azure, django, etl, excel, gcp, sql",1.0,3.2,1.0,1.0,0.346,"airflow, power bi, r, scikit-learn, typescript"
"airflow, azure, gcp, node.js, power bi, react","aws, ci/cd, docker, flask, java, numpy, rest, scikit-learn, spark",0.0,5.4,0.0,0.0,0.312,"airflow, azure, gcp, node.js, power bi, react"
"docker, flask, git, rest, tensorflow","hadoop, kubernetes, node.js, r, rest, sql, scikit-learn",2.0,1.3,1.0,0.0,0.349,"docker, flask, git, tensorflow"
"django, etl, graphql, power bi, react, spark, tableau","aws, azure, etl, flask, javascript, kubernetes, numpy, rest, sql",2.0,5.0,1.0,1.0,0.46,"django, graphql, power bi, react, spark, tableau"
"django, hadoop, numpy, pandas, react, sql, scikit-learn, spark","django, java, r, rest, sql, spark, tensorflow",2.0,4.8,3.0,1.0,0.654,"hadoop, numpy, pandas, react, scikit-learn"
"azure, graphql, kubernetes, power bi, pytorch, rest","ci/cd, etl, graphql, hadoop, node.js, power bi, rest, react, scikit-learn, tableau",0.0,1.1,3.0,0.0,0.483,"azure, kubernetes, pytorch"
"azure, ci/cd, django, gcp, pytorch, rest, typescript","airflow, ci/cd, etl, git, kubernetes, linux, pytorch, rest, tensorflow, typescript",1.0,0.6,4.0,1.0,0.568,"azure, django, gcp"
"docker, git, power bi, python, sql, spark, tensorflow","ci/cd, graphql, javascript, linux, node.js, sql, spark, tensorflow, typescript",1.0,6.4,3.0,1.0,0.642,"docker, git, power bi, python"
"ci/cd, gcp, graphql, power bi, python","airflow, azure, django, javascript, numpy, power bi, r, rest, sql, tensorflow",2.0,4.6,1.0,0.0,0.448,"ci/cd, gcp, graphql, python"
"airflow, azure, ci/cd, docker, git, javascript, react, spark","django, etl, kubernetes, python, rest, scikit-learn, tableau",1.0,0.0,0.0,0.0,0.15,"airflow, azure, ci/cd, docker, git, javascript, react, spark"
"azure, docker, kubernetes, numpy, sql, spark","ci/cd, hadoop, java, javascript, rest, sql, scikit-learn",1.0,1.3,1.0,1.0,0.289,"azure, docker, kubernetes, numpy, spark"
"aws, django, hadoop, pandas, rest, react, spark","aws, airflow, azure, excel, java, linux, python, tableau",1.0,3.1,1.0,0.0,0.343,"django, hadoop, pandas, rest, react, spark"
"excel, gcp, graphql, javascript, numpy, rest, scikit-learn","javascript, linux, react, typescript",2.0,1.8,1.0,0.0,0.364,"excel, gcp, graphql, numpy, rest, scikit-learn"
"aws, ci/cd, gcp, numpy, pandas, rest, spark","azure, hadoop, kubernetes, rest",1.0,2.9,1.0,0.0,0.337,"aws, ci/cd, gcp, numpy, pandas, spark"
"aws, airflow, hadoop, numpy, pandas, tensorflow, typescript","airflow, docker, git, react, scikit-learn, spark",1.0,1.5,1.0,1.0,0.295,"aws, hadoop, numpy, pandas, tensorflow, typescript"
"graphql, javascript, kubernetes, linux, power bi, spark, tableau","ci/cd, django, gcp, numpy, pandas, r, spark, tableau",1.0,4.9,2.0,0.0,0.497,"graphql, javascript, kubernetes, linux, power bi"
"airflow, ci/cd, etl, flask, graphql, kubernetes, rest, react","aws, django, flask, graphql, kubernetes, linux, react, sql, spark, tensorflow",1.0,0.7,4.0,1.0,0.571,"airflow, ci/cd, etl, rest"
"etl, git, hadoop, javascript, linux","ci/cd, git, kubernetes, python, sql",3.0,5.3,1.0,1.0,0.469,"etl, hadoop, javascript, linux"
"aws, pytorch, r, react, tableau","aws, gcp, java, javascript, python, r, tensorflow",1.0,4.5,2.0,1.0,0.485,"pytorch, react, tableau"
"aws, ci/cd, etl, hadoop, javascript, linux, sql","flask, power bi, pytorch, tensorflow, typescript",2.0,0.8,0.0,0.0,0.234,"aws, ci/cd, etl, hadoop, javascript, linux, sql"
"airflow, etl, flask, graphql, linux, pytorch, sql, spark","etl, flask, kubernetes, pandas, react, sql, spark, typescript",1.0,4.3,4.0,0.0,0.679,"airflow, graphql, linux, pytorch"
"ci/cd, etl, graphql, kubernetes, r, scikit-learn, tensorflow, typescript","aws, excel, flask, tableau, typescript",1.0,4.4,1.0,0.0,0.382,"ci/cd, etl, graphql, kubernetes, r, scikit-learn, tensorflow"
"docker, git, javascript, node.js, pandas","excel, java, kubernetes, pandas, power bi, rest, spark, typescript",2.0,4.0,1.0,0.0,0.43,"docker, git, javascript, node.js"
"django, flask, git, hadoop, numpy, pytorch, rest","etl, gcp, java, kubernetes, numpy, pandas, pytorch, react, sql, tensorflow",1.0,4.9,2.0,0.0,0.497,"django, flask, git, hadoop, rest"
"django, excel, hadoop, javascript, pytorch, react, scikit-learn","aws, airflow, etl, java, power bi, python",1.0,4.7,0.0,1.0,0.291,"django, excel, hadoop, javascript, pytorch, react, scikit-learn"
"azure, node.js, pandas, python, spark, typescript","etl, excel, graphql, python, scikit-learn, spark",1.0,3.6,2.0,1.0,0.458,"azure, node.js, pandas, typescript"
"aws, django, etl, excel, java, node.js, power bi, spark","azure, ci/cd, gcp, pandas, pytorch, python, rest",1.0,3.7,0.0,0.0,0.261,"aws, django, etl, excel, java, node.js, power bi, spark"
"docker, etl, git, java, scikit-learn","java, linux, scikit-learn, tableau",2.0,4.5,2.0,0.0,0.545,"docker, etl, git"
"docker, etl, gcp, git, r, sql","docker, javascript, numpy, pytorch",1.0,5.2,1.0,0.0,0.406,"etl, gcp, git, r, sql"
"airflow, ci/cd, django, gcp, graphql, java, javascript, python","azure, django, etl, gcp, git, pytorch, r, scikit-learn, tensorflow, typescript",2.0,4.1,2.0,0.0,0.533,"airflow, ci/cd, graphql, java, javascript, python"
"git, hadoop, kubernetes, node.js, scikit-learn, tensorflow","django, flask, gcp, pytorch, rest",2.0,2.1,0.0,1.0,0.273,"git, hadoop, kubernetes, node.js, scikit-learn, tensorflow"
"django, flask, kubernetes, node.js, power bi, react, spark","azure, flask, java, node.js, scikit-learn, spark, typescript",2.0,3.9,3.0,1.0,0.627,"django, kubernetes, power bi, react"
"flask, hadoop, pytorch, rest, tableau","airflow, ci/cd, tableau, tensorflow",1.0,3.3,1.0,0.0,0.349,"flask, hadoop, pytorch, rest"
"ci/cd, django, etl, java, linux, power bi","airflow, excel, kubernetes, linux, pandas, r",1.0,3.2,1.0,1.0,0.346,"ci/cd, django, etl, java, power bi"
"excel, javascript, python, scikit-learn, spark, typescript","aws, airflow, azure, docker, git, javascript, power bi, react, spark, tensorflow",1.0,6.9,2.0,0.0,0.557,"excel, python, scikit-learn, typescript"
"aws, excel, pytorch, python, rest","airflow, docker, graphql, tensorflow",3.0,0.0,0.0,0.0,0.21,"aws, excel, pytorch, python, rest"
"ci/cd, docker, flask, graphql, hadoop, node.js, sql","airflow, gcp, git, hadoop, kubernetes, node.js, pandas, spark, typescript",1.0,7.0,2.0,0.0,0.56,"ci/cd, docker, flask, graphql, sql"
"etl, pandas, power bi, pytorch, sql, spark","airflow, git, linux, react",1.0,1.9,0.0,1.0,0.207,"etl, pandas, power bi, pytorch, sql, spark"
"azure, python, rest, scikit-learn, tensorflow","etl, numpy, rest, sql",2.0,3.1,1.0,0.0,0.403,"azure, python, scikit-learn, tensorflow"
"airflow, django, java, linux, react, typescript","airflow, hadoop, javascript, tableau, tensorflow, typescript",2.0,2.0,2.0,1.0,0.47,"django, java, linux, react"
"etl, kubernetes, pytorch, rest, sql, scikit-learn","ci/cd, pytorch, r, spark",2.0,3.0,1.0,0.0,0.4,"etl, kubernetes, rest, sql, scikit-learn"
"ci/cd, etl, gcp, javascript, kubernetes, node.js, r, rest","aws, ci/cd, docker, excel, javascript, power bi, pytorch, react, scikit-learn, spark",1.0,3.7,2.0,0.0,0.461,"etl, gcp, kubernetes, node.js, r, rest"
"airflow, docker, r, tableau, typescript","azure, django, excel, hadoop, java, javascript, kubernetes, power bi, sql, tableau",0.0,4.5,1.0,0.0,0.385,"airflow, docker, r, typescript"
"ci/cd, excel, gcp, hadoop, pandas, rest, sql","azure, docker, gcp, graphql, kubernetes, numpy, pytorch, typescript",2.0,4.8,1.0,0.0,0.454,"ci/cd, excel, hadoop, pandas, rest, sql"
"airflow, ci/cd, etl, gcp, pytorch, tableau, typescript","pandas, pytorch, rest, react, tableau",1.0,3.1,2.0,1.0,0.443,"airflow, ci/cd, etl, gcp, typescript"
"azure, ci/cd, docker, gcp, git, python","excel, numpy, pytorch, sql",1.0,2.0,0.0,0.0,0.21,"azure, ci/cd, docker, gcp, git, python"
"aws, django, flask, git, node.js","django, node.js, react, sql",1.0,3.7,2.0,0.0,0.461,"aws, flask, git"
"aws, azure, graphql, node.js, rest, tensorflow, typescript","airflow, etl, excel, flask, gcp, hadoop, kubernetes, sql, scikit-learn",1.0,6.2,0.0,0.0,0.336,"aws, azure, graphql, node.js, rest, tensorflow, typescript"
"excel, graphql, java, linux, react, sql, tableau","aws, docker, excel, flask",1.0,2.2,1.0,0.0,0.316,"graphql, java, linux, react, sql, tableau"
"airflow, azure, git, kubernetes, numpy, python, scikit-learn, tableau","airflow, azure, linux, node.js, numpy, rest, sql, spark, tableau",1.0,3.0,4.0,1.0,0.64,"git, kubernetes, python, scikit-learn"
"aws, azure, ci/cd, etl, graphql, kubernetes, spark","aws, airflow, django, etl, gcp, scikit-learn, tensorflow",2.0,2.7,2.0,0.0,0.491,"azure, ci/cd, graphql, kubernetes, spark"
"airflow, django, excel, graphql, hadoop, javascript, power bi, scikit-learn","git, java, linux, pandas, r",1.0,5.1,0.0,0.0,0.303,"airflow, django, excel, graphql, hadoop, javascript, power bi, scikit-learn"
"excel, git, graphql, kubernetes, pytorch, typescript","aws, etl, excel, graphql, pandas, sql, scikit-learn, tensorflow, typescript",1.0,3.4,3.0,0.0,0.552,"git, kubernetes, pytorch"
"etl, gcp, java, pytorch, rest, react, typescript","azure, git, java, javascript, kubernetes, scikit-learn, tableau",2.0,4.3,1.0,1.0,0.439,"etl, gcp, pytorch, rest, react, typescript"
"aws, airflow, excel, kubernetes, power bi, python, spark","docker, flask, hadoop, linux, pytorch, sql, scikit-learn, spark",3.0,0.5,1.0,0.0,0.325,"aws, airflow, excel, kubernetes, power bi, python"
"airflow, flask, gcp, hadoop, javascript, power bi, typescript","aws, gcp, kubernetes, pandas, react",1.0,3.4,1.0,0.0,0.352,"airflow, flask, hadoop, javascript, power bi, typescript"
"etl, hadoop, java, power bi, spark, typescript","airflow, django, excel, gcp, kubernetes, numpy, r, rest, tensorflow",1.0,0.0,0.0,0.0,0.15,"etl, hadoop, java, power bi, spark, typescript"
"airflow, etl, flask, graphql, hadoop, r, tensorflow","flask, hadoop, javascript, linux, pandas, pytorch, python",1.0,0.0,2.0,0.0,0.35,"airflow, etl, graphql, r, tensorflow"
"ci/cd, graphql, hadoop, python, react, scikit-learn","gcp, graphql, java, linux, power bi, python",2.0,7.6,2.0,0.0,0.638,"ci/cd, hadoop, react, scikit-learn"
"excel, flask, gcp, pandas, python","aws, ci/cd, tableau, tensorflow",1.0,1.6,0.0,0.0,0.198,"excel, flask, gcp, pandas, python"
